S. No.,State,Management of college,College Name,Course Name,Seats
3949,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - DVL,3
3950,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Microbiology,3
3951,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Bio-Chemistry,2
3952,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur","MD - Forensic Medicine/Forensic Medicine &
Toxicology",4
3953,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Pharmacology,3
3954,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Paediatrics,8
3955,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Pathology,7
3956,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MS - General Surgery,8
3957,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MS - Ophthalmology,3
3958,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Anatomy,3
3959,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Anaesthesiology,7
3960,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MS - Orthopaedics,2
3961,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MS - Obstetrics & Gynaecology,9
3962,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur","MD - Social & Preventive Medicine / Community
Medicine",6
3963,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - General Medicine,11
3964,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Radio Diagnosis/Radiology,4
3965,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MS - ENT,3
3966,Maharashtra,Govt,"Dr Vaishampayan Memorial Medical College, Solapur",MD - Physiology,3
3967,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Anaesthesiology,27
3968,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Bio-Chemistry,2
3969,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune","MD - Dermatology , Venereology & Leprosy",11
3970,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Emergency Medicine,4
3971,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - General Medicine,24
3972,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Microbiology,3
3973,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Paediatrics,18
3974,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Pathology,14
3975,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Pharmacology,6
3976,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Physiology,3
3977,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Psychiatry,7
3978,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Radio Diagnosis/Radiology,23
3979,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune","MD - Social & Preventive Medicine / Community
Medicine",8
3980,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",8
3981,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MD - Anatomy,3
3982,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MS - Ophthalmology,10
3983,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MS - ENT,8
3984,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MS - General Surgery,24
3985,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MS - Obstetrics & Gynaecology,17
3986,Maharashtra,Trust,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",MS - Orthopaedics,24
3987,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MS - Ophthalmology,5
3988,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MS - Orthopaedics,9
3989,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MS - General Surgery,10
3990,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MS - ENT,2
3991,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur","MD - Dermatology , Venereology & Leprosy",1
3992,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MD - Psychiatry,3
3993,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MD - Anaesthesiology,6
3994,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MS - Obstetrics & Gynaecology,6
3995,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MD - Radio Diagnosis/Radiology,7
3996,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MD - Pathology,6
3997,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MD - General Medicine,13
3998,Maharashtra,Trust,"Dr. D Y Patil Medical College, Kolhapur",MD - Paediatrics,9
3999,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati","MD - Social & Preventive Medicine / Community
Medicine",2
4000,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MS - General Surgery,6
4001,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati","MD - Dermatology , Venereology & Leprosy",2
4002,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Microbiology,2
4003,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MS - Obstetrics & Gynaecology,4
4004,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MS - Ophthalmology,3
4005,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",3
4006,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - General Medicine,4
4007,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Pathology,7
4008,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Psychiatry,4
4009,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Physiology,1
4010,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Anatomy,2
4011,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Radio Diagnosis,3
4012,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MS - Orthopaedics,5
4013,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Paediatrics,2
4014,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Pharmacology,2
4015,Maharashtra,Trust,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College,
Amravati",MD - Anaesthesiology,3
4016,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MS - ENT,4
4017,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Microbiology,5
4018,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Anaesthesiology,10
4019,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded","MD - Social & Preventive Medicine / Community
Medicine",8
4020,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Bio-Chemistry,5
4021,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Anatomy,2
4022,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Physiology,2
4023,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Pharmacology,5
4024,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MS - Orthopaedics,6
4025,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Paediatrics,3
4026,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - General Medicine,9
4027,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MS - Ophthalmology,4
4028,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MS - Obstetrics & Gynaecology,10
4029,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",5
4030,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MS - General Surgery,9
4031,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Psychiatry,3
4032,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Radio Diagnosis,3
4033,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded","MD - Dermatology , Venereology & Leprosy",5
4034,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded","MD - Forensic Medicine/Forensic Medicine &
Toxicology",5
4035,Maharashtra,Govt,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",MD - Pathology,4
4036,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Emergency Medicine,5
4037,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",2
4038,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Radio Diagnosis/Radiology,3
4039,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Pathology,6
4040,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Microbiology,2
4041,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MS - General Surgery,5
4042,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Psychiatry,2
4043,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Paediatrics,2
4044,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MS - ENT,2
4045,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MS - Orthopaedics,3
4046,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon","MD - Social & Preventive Medicine / Community
Medicine",2
4047,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon","MD - Dermatology , Venereology & Leprosy",2
4048,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - General Medicine,5
4049,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Bio-Chemistry,1
4050,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MS - Ophthalmology,3
4051,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Physiology,2
4052,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MS - Obstetrics & Gynaecology,3
4053,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Anatomy,1
4054,Maharashtra,Trust,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",MD - Anaesthesiology,4
4055,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MD - Pathology,4
4056,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MD - General Medicine,9
4057,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar","MD - Dermatology , Venereology & Leprosy",3
4058,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MD - Pediatrics,8
4059,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MS - General Surgery,12
4060,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MS - Orthopaedics,9
4061,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MS - Ophthalmology,6
4062,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MS - Obstetrics & Gynaecology,9
4063,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MD - Anesthesiology,8
4064,Maharashtra,Trust,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",MD - Radio diagnosis,8
4065,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - Pathology,5
4066,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - Microbiology,3
4067,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - Pharmacology,2
4068,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - General Medicine,5
4069,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",2
4070,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)","MD - Dermatology , Venereology & Leprosy",3
4071,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - Psychiatry,3
4072,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - Paediatrics,3
4073,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MS - General Surgery,12
4074,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MS - Orthopaedics,9
4075,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MS - ENT,5
4076,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MS - Ophthalmology,4
4077,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MS - Obstetrics & Gynaecology,5
4078,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - Radio Diagnosis/Radiology,5
4079,Maharashtra,Trust,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP
Samaj Medical College)",MD - Anaesthesiology,8
4080,Maharashtra,Govt,"ESI-PGIMSR,ESI-Hospital,Parel,Mumbai","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",2
4081,Maharashtra,Govt,"ESI-PGIMSR,ESI-Hospital,Parel,Mumbai",MD - Anaesthesiology,1
4082,Maharashtra,Govt,"ESI-PGIMSR,ESI-Hospital,Parel,Mumbai",MS - Orthopaedics,2
4083,Maharashtra,Govt,"ESI-PGIMSR,ESI-Hospital,Parel,Mumbai",MS - General Surgery,1
4084,Maharashtra,Govt,Government Medical College & Hospital Baramati,MD - Anaesthesiology,5
4085,Maharashtra,Govt,Government Medical College & Hospital Baramati,MD - Physiology,4
4086,Maharashtra,Govt,Government Medical College & Hospital Baramati,MD - Community Medicine,6
4087,Maharashtra,Govt,"Government Medical College, Akola",MD - Anaesthesiology,4
4088,Maharashtra,Govt,"Government Medical College, Akola",MD - Bio-Chemistry,2
4089,Maharashtra,Govt,"Government Medical College, Akola","MD - Dermatology , Venereology & Leprosy",3
4090,Maharashtra,Govt,"Government Medical College, Akola","MD - Forensic Medicine/Forensic Medicine &
Toxicology",2
4091,Maharashtra,Govt,"Government Medical College, Akola",MD - Microbiology,2
4092,Maharashtra,Govt,"Government Medical College, Akola",MD - Paediatrics,2
4093,Maharashtra,Govt,"Government Medical College, Akola",MD - Pathology,9
4094,Maharashtra,Govt,"Government Medical College, Akola",MD - Pharmacology,5
4095,Maharashtra,Govt,"Government Medical College, Akola",MD - Physiology,2
4096,Maharashtra,Govt,"Government Medical College, Akola",MD - Radio Diagnosis,5
4097,Maharashtra,Govt,"Government Medical College, Akola","MD - Social & Preventive Medicine / Community
Medicine",11
4098,Maharashtra,Govt,"Government Medical College, Akola","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",3
4099,Maharashtra,Govt,"Government Medical College, Akola",MD - Anatomy,2
4100,Maharashtra,Govt,"Government Medical College, Akola",MS - Ophthalmology,4
4101,Maharashtra,Govt,"Government Medical College, Akola",MS - ENT,3
4102,Maharashtra,Govt,"Government Medical College, Akola",MS - Obstetrics & Gynaecology,14
4103,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Anaesthesiology,25
4104,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Bio-Chemistry,2
4105,Maharashtra,Govt,"Government Medical College, Aurangabad","MD - Dermatology , Venereology & Leprosy",3
4106,Maharashtra,Govt,"Government Medical College, Aurangabad","MD - Forensic Medicine/Forensic Medicine &
Toxicology",3
4107,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - General Medicine,20
4108,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Geriatrics,5
4109,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Microbiology,13
4110,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Paediatrics,9
4111,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Pathology,14
4112,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Pharmacology,3
4113,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Physiology,3
4114,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Psychiatry,3
4115,Maharashtra,Govt,"Government Medical College, Aurangabad",MD - Radio Diagnosis/Radiology,13
